X,Y
773,17117.221
774,17117.143
775,17116.018
776,17117.193
777,17116.898
778,17116.639
779,17117.271
780,17117.676
781,17118.217
782,17117.709
783,17117.680
784,17117.807
785,17118.469
786,17119.271
787,17128.311
788,17134.242
789,17133.742
790,17125.205
791,17076.059
792,17013.926
793,16971.102
794,16987.320
795,17253.857
796,17571.773
797,17798.719
798,18039.729
799,18368.031
800,18693.535
801,19034.957
802,19400.527
803,19751.051
804,20070.609
805,20393.844
806,20517.320
807,20878.254
808,21123.645
809,21279.725
810,21449.455
811,21665.340
812,21914.762
813,22195.148
814,22543.992
815,22942.512
816,23334.242
817,23668.729
818,23975.676
819,24318.854
820,24630.580
821,25011.002
822,25337.348
823,25728.158
824,26051.088
825,26332.727
826,26516.902
827,26634.320
828,26890.879
829,26979.334
830,27003.695
831,27022.381
832,27143.256
833,27075.986
834,27020.699
835,27026.549
836,27025.926
837,27050.668
838,27063.637
839,27016.725
840,27038.232
841,27091.264
842,27084.900
843,27047.059
844,27014.543
845,27040.012
846,27087.715
847,27166.332
848,27179.648
849,27242.047
850,27388.270
851,27425.301
852,27384.529
853,27361.268
854,27347.195
855,27320.326
856,27371.199
857,27421.145
858,27422.908
859,27416.973
860,27414.969
861,27424.303
862,27423.318
863,27422.490
864,27424.570
865,27423.994
866,27431.289
867,27432.842
868,27430.457
869,27430.619
870,27432.543
871,27440.605
872,27438.855
873,27439.594
874,27440.875
875,27438.371
876,27437.914
877,27440.816
878,27438.416
879,27440.402
880,27440.314
881,27439.031
882,27440.105
883,27439.838
884,27439.703
885,27439.055
886,27440.121
887,27437.428
888,27438.648
889,27439.672
890,27436.639
891,27439.342
892,27439.121
893,27438.084
894,27440.805
895,27442.248
896,27446.338
897,27448.271
898,27449.836
899,27453.812
900,27455.500
901,27456.895
902,27454.020
903,27455.520
904,27457.832
905,27453.695
906,27453.357
907,27455.479
908,27452.939
909,27455.877
910,27455.537
911,27453.711
912,27455.770
913,27456.664
914,27455.799
915,27456.729
916,27457.732
917,27455.170
918,27456.588
919,27457.957
920,27457.855
921,27466.787
922,27420.336
923,27343.342
924,27363.008
925,27391.701
926,27422.703
927,27430.049
928,27370.076
929,27372.902
930,27394.748
931,27401.684
932,27325.986
933,27317.152
934,27353.781
935,27403.941
936,27477.246
937,27544.402
938,27635.682
939,27796.744
940,27928.518
941,27993.195
942,28084.400
943,28221.750
944,28436.920
945,28714.352
946,29024.018
947,29450.043
948,29731.840
949,30014.006
950,30249.900
951,30532.738
952,30822.959
953,31062.213
954,31219.092
955,31286.947
956,31454.768
957,31710.404
958,31827.980
959,31920.033
960,31926.047
961,31925.193
962,31935.010
963,31927.758
964,31924.938
965,31920.111
966,31919.869
967,31931.604
968,31939.936
969,31937.893
970,31931.096
971,31932.000
972,31938.484
973,31937.852
974,31948.799
975,31940.875
976,2231.252
977,535.397
978,611.918
979,651.763
980,735.649
981,821.566
982,867.523
983,900.970
984,952.040
985,961.616
986,976.708
987,1045.127
988,1067.637
989,1123.116
990,1149.468
991,1181.550
992,1203.482
993,1222.632
994,1237.875
995,1249.887
996,1254.984
997,1252.789
998,1251.296
999,1250.719
1000,1249.122
1001,1241.685
1002,1237.344
1003,1241.511
1004,1242.276
1005,1241.659
1006,1242.136
1007,1240.488
1008,1239.979
1009,1241.410
1010,1240.494
1011,1241.715
1012,1241.624
1013,1242.863
1014,1241.987
1015,1241.739
1016,1242.650
1017,1245.751
1018,1241.150
1019,1248.891
1020,1248.589
1021,1249.294
1022,1248.499
1023,1248.625
1024,1249.459
1025,1248.626
1026,1247.145
1027,1247.529
1028,1248.054
1029,1268.158
1030,1267.659
1031,1268.439
1032,1267.313
1033,1267.402
1034,1268.097
1035,1266.410
1036,1271.578
1037,1270.958
1038,1270.727
1039,1271.917
1040,1272.053
1041,1270.083
1042,1268.956
1043,1267.765
1044,1268.345
1045,1268.030
1046,1269.380
1047,1269.248
1048,1272.121
1049,1273.523
1050,1271.474
1051,1272.953
1052,1271.840
1053,1269.876
1054,1270.447
1055,1248.296
1056,1243.856
1057,1242.991
1058,1243.510
1059,1244.994
1060,1240.634
1061,1242.262
1062,1243.402
1063,1244.251
1064,1243.462
1065,1256.849
1066,1260.502
1067,1258.880
1068,1250.305
1069,1249.422
1070,1247.655
1071,1256.532
1072,1255.747
1073,1255.687
1074,1256.787
1075,1256.047
1076,1255.310
1077,1256.264
1078,1255.847
1079,1255.655
1080,1255.729
1081,1256.549
1082,1255.898
1083,1256.224
1084,1257.157
1085,1255.483
1086,1256.322
1087,1254.690
1088,1256.571
1089,1259.956
1090,1257.202
1091,1249.530
1092,1251.870
1093,1250.320
1094,1249.737
1095,1252.404
1096,1258.016
1097,1255.773
1098,1255.762
1099,1257.177
1100,1255.851
1101,1257.750
1102,1258.039
1103,1256.432
1104,1258.538
1105,1257.519
1106,1256.807
1107,1257.450
1108,1257.729
1109,1256.584
1110,1257.355
1111,1258.832
1112,1256.648
1113,1257.929
1114,1259.093
1115,1256.493
1116,1257.636
1117,1257.439
1118,1259.486
1119,1265.030
1120,1265.006
1121,1263.565
1122,1265.045
1123,1264.582
1124,1263.330
1125,1264.788
1126,1264.846
1127,1263.085
1128,1265.436
1129,1268.417
1130,1264.888
1131,1266.094
1132,1266.620
1133,1264.695
1134,1266.385
1135,1265.472
1136,1264.283
1137,1266.210
1138,1265.513
1139,1265.428
1140,1266.300
1141,1266.642
1142,1265.167
1143,1266.839
1144,1266.912
1145,1264.225
1146,1267.174
1147,1264.386
1148,1264.916
1149,1266.717
1150,1266.344
1151,1264.124
1152,1266.302
1153,1265.941
1154,1264.592
1155,1265.485
1156,1266.565
1157,1263.801
1158,1264.955
1159,1266.183
1160,1263.735
1161,1265.142
1162,1266.432
1163,1264.273
1164,1265.019
1165,1265.592
1166,1262.898
1167,1266.899
1168,1266.235
1169,1263.275
1170,1264.350
1171,1266.250
1172,1263.391
1173,1263.912
1174,1266.059
1175,1262.911
1176,1263.611
1177,1264.026
1178,1263.068
1179,1266.032
1180,1265.636
1181,1262.416
1182,1264.378
1183,1265.260
1184,1263.328
1185,1264.287
1186,1266.452
1187,1263.403
1188,1264.440
1189,1266.673
1190,1263.252
1191,1274.876
1192,1279.425
1193,1275.111
1194,1282.140
1195,1298.736
1196,1323.627
1197,1393.516
1198,1418.928
1199,1452.767
1200,1446.924
1201,1408.310
1202,1354.204
1203,1385.375
1204,1461.010
1205,1520.418
1206,1609.043
1207,1683.603
1208,1684.769
1209,1691.490
1210,1660.985
1211,1646.661
1212,1647.761
1213,1667.850
1214,1707.999
1215,1726.122
1216,1769.973
1217,1769.616
1218,1779.851
1219,1698.057
1220,1653.333
1221,1691.301
1222,1682.470
1223,1663.924
1224,1727.662
1225,1822.583
1226,1902.771
1227,1954.588
1228,2003.988
1229,2022.265
1230,2063.000
1231,2258.195
1232,2408.382
1233,2617.835
1234,2875.338
1235,3218.250
1236,3629.276
1237,4102.934
1238,4400.755
1239,4825.641
1240,5255.103
1241,5647.108
1242,5843.405
1243,6044.493
1244,6225.806
1245,6259.256
1246,6369.213
1247,6595.732
1248,6823.861
1249,7039.164
1250,7190.722
1251,7386.074
1252,7555.316
1253,7739.299
1254,7991.854
1255,8316.012
1256,8634.861
1257,8877.714
1258,9096.560
1259,9407.431
1260,9732.799
1261,10061.022
1262,10460.633
1263,10876.489
1264,11320.948
1265,11669.314
1266,12050.835
1267,12360.645
1268,12703.243
1269,13087.172
1270,13417.881
1271,13686.930
1272,13880.707
1273,14171.929
1274,14342.938
1275,14517.396
1276,14570.971
1277,14600.922
1278,14598.026
1279,14552.116
1280,14579.104
1281,14554.212
1282,14562.298
1283,14562.148
1284,14609.410
1285,14642.117
1286,14634.517
1287,14659.866
1288,14681.352
1289,14636.012
1290,14682.239
1291,14838.860
1292,15114.396
1293,15216.098
1294,15371.100
1295,15560.679
1296,15625.258
1297,15659.815
1298,15616.318
1299,15516.098
1300,15512.143
1301,15511.394
1302,15588.245
1303,15629.486
1304,15549.572
1305,15559.833
1306,15592.303
1307,15586.608
1308,15535.671
1309,15491.391
1310,15486.617
1311,15485.321
1312,15496.169
1313,15479.268
1314,15481.311
1315,15487.912
1316,15486.398
1317,15492.526
1318,15478.615
1319,15472.769
1320,15472.930
1321,15472.539
1322,15470.462
1323,15479.699
1324,15481.508
1325,15492.424
1326,15511.114
1327,15509.868
1328,15502.097
1329,15491.832
1330,15482.944
1331,15497.143
1332,15517.643
1333,15481.427
1334,15456.629
1335,15484.229
1336,15511.653
1337,15499.703
1338,15483.763
1339,15494.244
1340,15517.406
1341,15520.354
1342,15531.475
1343,15508.681
1344,15511.723
1345,15523.618
1346,15527.705
1347,15505.229
1348,15490.689
1349,15496.144
1350,15503.646
1351,15566.643
1352,15629.009
1353,15626.230
1354,15628.140
1355,15625.908
1356,15625.916
1357,15624.149
1358,15623.330
1359,15625.867
1360,15625.119
1361,15623.618
1362,15625.562
1363,15625.312
1364,15624.842
1365,15624.640
1366,15624.998
1367,15624.133
1368,15624.945
1369,15625.447
1370,15613.646
1371,15586.174
1372,15529.010
1373,15484.846
1374,15492.829
1375,15505.736
1376,15508.044
1377,15484.887
1378,15471.321
1379,15499.389
1380,15533.692
1381,15487.705
1382,15470.932
1383,15489.971
1384,15520.143
1385,15478.300
1386,15437.550
1387,15448.883
1388,15477.336
1389,15566.609
1390,15660.701
1391,15685.608
1392,15684.720
1393,15684.347
1394,15681.258
1395,15681.337
1396,15682.039
1397,15680.135
1398,15680.969
1399,15682.233
1400,15679.308
1401,15680.762
1402,15682.963
1403,15679.723
1404,15683.517
1405,15682.568
1406,15679.395
1407,15689.116
1408,15689.046
1409,15687.859
1410,15688.978
1411,15689.899
1412,15688.201
1413,15688.650
1414,15690.388
1415,15688.177
1416,15688.913
1417,15689.131
1418,15687.452
1419,15689.760
1420,15690.774
1421,15688.323
1422,15690.019
1423,15690.535
1424,15688.801
1425,15689.514
1426,15690.992
1427,15689.154
1428,15688.716
1429,15693.391
1430,15695.856
1431,15697.776
1432,15698.293
1433,15694.451
1434,15695.681
1435,15696.867
1436,15694.346
1437,15702.730
1438,15706.362
1439,15703.796
1440,15703.328
1441,15707.661
1442,15712.155
1443,15712.674
1444,15731.754
1445,15715.175
1446,15713.248
1447,15712.652
1448,15711.891
1449,15713.068
1450,15715.051
1451,15711.600
1452,15713.012
1453,15714.944
1454,15713.117
1455,15713.146
1456,15714.959
1457,15712.601
1458,15712.854
1459,15714.995
1460,15712.644
1461,15713.343
1462,15715.664
1463,15711.665
1464,15711.743
1465,15713.947
1466,15711.961
1467,15713.128
1468,15715.896
1469,15714.156
1470,15711.953
1471,15713.326
1472,15711.536
1473,15711.982
1474,15713.736
1475,15712.357
1476,15712.259
1477,15711.556
1478,15711.887
1479,15712.238
1480,15712.780
1481,15717.022
1482,15735.802
1483,15732.972
1484,15728.797
1485,15731.992
1486,15739.398
1487,15736.784
1488,15736.255
1489,15728.003
1490,15654.602
1491,15610.967
1492,15611.017
1493,15705.784
1494,15830.195
1495,15968.353
1496,16109.495
1497,16247.831
1498,16425.445
1499,16678.477
1500,16969.068
1501,17273.695
1502,17690.783
1503,18117.752
1504,18504.023
1505,18861.613
1506,19226.162
1507,19591.768
1508,20021.426
1509,20304.115
1510,20538.051
1511,20799.219
1512,20984.420
1513,21301.871
1514,21611.785
1515,21978.383
1516,22289.385
1517,22593.150
1518,22790.234
1519,22924.676
1520,22937.000
1521,22971.953
1522,23058.000
1523,23069.373
1524,23118.400
1525,23426.580
1526,23761.898
1527,23813.160
1528,24271.328
1529,24824.531
1530,25114.121
1531,25490.270
1532,25858.977
1533,26229.520
1534,26561.947
1535,26924.494
1536,27234.162
1537,27557.312
1538,27828.150
1539,28119.473
1540,28422.660
1541,28694.172
1542,29065.520
1543,29222.840
1544,29381.289
1545,29653.027
1546,29952.238
1547,30216.623
1548,30529.717
1549,30854.219
1550,31273.273
1551,31655.016
1552,31917.371
1553,31932.281
1554,31928.572
1555,10924.396
1556,1040.983
1557,1440.923
1558,1832.192
1559,2222.973
1560,2554.459
1561,2843.649
1562,3090.959
1563,3375.138
1564,3630.550
1565,3802.299
1566,3983.732
1567,4129.223
1568,4193.226
1569,4360.238
1570,4449.381
1571,4983.026
1572,5285.089
1573,5616.676
1574,6031.363
1575,6423.544
1576,6814.085
1577,7112.851
1578,7591.354
1579,8080.008
1580,8367.621
1581,8681.826
1582,8901.556
1583,9162.424
1584,9405.768
1585,9606.646
1586,9762.492
1587,9904.830
1588,10200.519
1589,10430.107
1590,10647.974
1591,10761.721
1592,10798.246
1593,10771.638
1594,10896.985
1595,11040.125
1596,11002.083
1597,11000.029
1598,11036.417
1599,11069.339
1600,10996.737
1601,10945.705
1602,11036.820
1603,11114.656
1604,11096.649
1605,11119.231
1606,11213.941
1607,11286.703
1608,11575.000
1609,11814.276
1610,12123.933
1611,12540.751
1612,13064.422
1613,13555.261
1614,14092.594
1615,14599.592
1616,15038.649
1617,15478.653
1618,15570.010
1619,16146.895
1620,16369.247
1621,16736.354
1622,17044.934
1623,17476.260
1624,17775.711
1625,18090.105
1626,18313.816
1627,18536.158
1628,18813.150
1629,19103.133
1630,19442.986
1631,19750.318
1632,20077.512
1633,20296.441
1634,20558.967
1635,20709.887
1636,20911.590
1637,21042.527
1638,21067.555
1639,21182.486
1640,21498.600
1641,21854.516
1642,22164.039
1643,22517.871
1644,22814.824
1645,23132.178
1646,23402.236
1647,23650.227
1648,23835.031
1649,24059.510
1650,24186.211
1651,24215.352
1652,24236.766
1653,24347.006
1654,24350.316
1655,24327.258
1656,24347.414
1657,24347.773
1658,24347.082
1659,24354.916
1660,24350.201
1661,24332.777
1662,24323.988
1663,24328.957
1664,24345.879
1665,24312.816
1666,24298.855
1667,24327.766
1668,24381.195
1669,24390.770
1670,24397.232
1671,24392.961
1672,24392.436
1673,24394.469
1674,24397.604
1675,24410.729
1676,24412.730
1677,24411.029
1678,24409.889
1679,24415.281
1680,24421.371
1681,24419.838
1682,24423.316
1683,24420.695
1684,24419.338
1685,24424.184
1686,24403.871
1687,24398.990
1688,24403.641
1689,24401.064
1690,24400.549
1691,24403.580
1692,24401.414
1693,24400.584
1694,24404.775
1695,24401.938
1696,24399.947
1697,24403.422
1698,24400.891
1699,24399.979
1700,24403.709
1701,24401.227
1702,24401.092
1703,24406.498
1704,24410.064
1705,24409.945
1706,24411.885
1707,24410.463
1708,24409.410
1709,24411.594
1710,24411.002
1711,24410.141
1712,24433.129
1713,24430.783
1714,24429.805
1715,24432.857
1716,24430.180
1717,24427.113
1718,24430.990
1719,24427.062
1720,24424.297
1721,24432.324
1722,24443.121
1723,24455.170
1724,24462.727
1725,24463.518
1726,24471.215
1727,24482.600
1728,24511.018
1729,24586.988
1730,24709.570
1731,24932.205
1732,25125.621
1733,25319.254
1734,25511.900
1735,25742.959
1736,26019.758
1737,26241.988
1738,26543.100
1739,26835.863
1740,27188.082
1741,27493.318
1742,27784.984
1743,28069.266
1744,28350.100
1745,28597.107
1746,28823.543
1747,29009.104
1748,29278.201
1749,29558.223
1750,29837.529
1751,30121.828
1752,30299.891
1753,30540.186
1754,30698.064
1755,30853.678
1756,31042.971
1757,31104.475
1758,31078.865
1759,31134.094
1760,31129.881
1761,31122.691
1762,31111.393
1763,31104.041
1764,31095.758
1765,31137.818
1766,31188.449
1767,31355.951
1768,31643.100
1769,31861.629
1770,31921.355
1771,31923.457
1772,31927.363
1773,31928.006
1774,31938.133
1775,31935.895
1776,31931.852
1777,31937.582
1778,31934.045
1779,31931.744
1780,31942.420
1781,31941.184
1782,31933.248
1783,31942.414
1784,31939.670
1785,31933.047
1786,31939.498
1787,31937.127
1788,31923.186
1789,31932.252
1790,31931.213
1791,31930.861
1792,31942.092
1793,31940.396
1794,31934.756
1795,31940.406
1796,31938.910
1797,31934.432
1798,31939.584
1799,31935.789
1800,31931.293
1801,31937.387
1802,31935.723
1803,31929.930
1804,31936.537
1805,31941.523
1806,31926.967
1807,31942.072
1808,31938.668
1809,31937.730
1810,31943.719
1811,31943.930
1812,31938.412
1813,31943.572
1814,31938.205
1815,31931.402
1816,31934.520
1817,31933.727
1818,31929.680
1819,31935.947
1820,31941.953
1821,31935.375
1822,31941.871
1823,31936.316
1824,31937.393
1825,31940.645
1826,31943.742
1827,31934.068
1828,31934.373
1829,31935.295
1830,31925.172
1831,31936.150
1832,31937.721
1833,31927.416
1834,31935.555
1835,31938.006
1836,31930.756
1837,31934.572
1838,31935.748
1839,31927.969
1840,31933.258
1841,31927.973
1842,31928.270
1843,31929.896
1844,31939.740
1845,31931.500
1846,31934.277
1847,31932.992
1848,31929.830
1849,31937.736
1850,31941.889
1851,31935.879
1852,31935.033
1853,31932.551
1854,31935.143
1855,31941.545
1856,31934.010
1857,31936.471
1858,31930.008
1859,31940.002
1860,31936.232
1861,31937.672
1862,31942.885
1863,31930.244
1864,31933.316
1865,31931.684
1866,31922.701
1867,31930.713
1868,31932.635
1869,31929.303
1870,31931.488
1871,31933.268
1872,31928.033
1873,31932.129
1874,31936.348
1875,31929.305
1876,31929.744
1877,31937.086
1878,31927.742
1879,31924.877
1880,31933.695
1881,31930.316
1882,31929.945
1883,31936.275
1884,31928.818
1885,31929.766
1886,31935.328
1887,31929.025
1888,31932.070
1889,31941.559
1890,31935.779
1891,31936.699
1892,31941.309
1893,31923.646
1894,31934.068
1895,31942.271
1896,31930.154
1897,31932.969
1898,31941.957
1899,31938.549
1900,31931.322
1901,31941.746
1902,31936.986
1903,31938.945
1904,31943.861
1905,31938.789
1906,31937.619
